MM #,mux,muy,sigmax,sigmay,weight,distribution,alpha_azi,alpha_rad,theta_degrees
375,0.0002590474332784625,-5.184067621129897e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,79.67226471564132
376,0.000251432571637915,-8.108446409608307e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,73.11484314376088
377,0.00024052791844555698,-0.00010926732744261554,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,66.55742157188047
378,0.00022647615225617523,-0.00013602051631074618,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,60.00000000000006
379,0.0002094611290491153,-0.0001609939868929089,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,53.44257842811962
380,0.00018970547662170594,-0.00018386098155382405,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,46.88515685623915
381,0.00016746768168484882,-0.00020432230418949963,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,40.327735284358766
382,0.00014303870777376717,-0.00022211023496591754,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,33.7703137124783
383,0.00027956931809429306,-2.314961075965519e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,86.25580269716198
384,0.0002750904280431422,-5.495602330111179e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,79.69185202287147
385,0.00026700503924501594,-8.6041949744291e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,73.12790134858102
386,0.00025541915300565426,-0.00011599984644776798,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,66.56395067429048
387,0.00024048466295691542,-0.00014443695849930636,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,59.99999999999994
388,0.00022239736369634585,-0.0001709804688230409,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,53.43604932570952
389,0.00020139438387499785,-0.000195282385897043,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,46.87209865141901
390,0.00017775107738630673,-0.0002170241060021646,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,40.30814797712847
391,0.00015177741341325179,-0.00023592059019003506,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,33.744197302838
392,0.00029586467970031877,-2.438137844013401e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,86.27897195715724
393,0.0002911322964186118,-5.807190620979163e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,79.70922896786797
394,0.00028257636998120186,-9.099975514835261e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,73.13948597857862
395,0.0002703092683883865,-0.00012273247219928593,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,66.56974298928932
396,0.00025449209981302177,-0.0001528533003947649,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,60.0
397,0.00023533259671005335,-0.00018096665227194947,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,53.430257010710704
398,0.00021308238759289988,-0.00020670330526269403,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,46.86051402142138
399,0.00018803369230741638,-0.00022972525082378976,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,40.290771032132085
400,0.00016051548420556797,-0.0002497301336224072,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,33.72102804284276
401,2.2678741912408514e-05,-6.258210328805834e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,20.90470066135761
402,6.9385181512812006e-06,-6.620197846402462e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,6.968233553785865
403,-9.210198560309552e-06,-6.592432956933661e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-6.968233553785836
404,-2.4816681166256237e-05,-6.176550269024951e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-20.904700661357595
405,2.8784286930915677e-05,-7.79514648395034e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,21.252272962868602
406,8.828608932375226e-06,-8.26257932431804e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,7.084090987622858
407,-1.1664176440619255e-05,-8.227340416384699e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-7.0840909876228295
408,-3.144734660342861e-05,-7.691573594752534e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-21.252272962868574
409,3.4874065100195056e-05,-9.332422711789388e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,21.475393641086995
410,1.0713260155412021e-05,-9.90496736017204e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,7.1584645470289985
411,-1.4112994472232102e-05,-9.862269095290206e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-7.15846454702897
412,-3.806262633896781e-05,-9.20698010204486e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-21.47539364108694
413,4.3677705238183426e-05,-0.00010763362763626957,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,23.07283605550451
414,2.1269589120723663e-05,-0.00011419432696790311,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,11.53641802775229
415,-1.997912598797936e-06,-0.00011614106973101431,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-4.263256414560601e-14
416,-2.5184689800706926e-05,-0.00011339519889598033,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-11.536418027752262
417,-4.7353893993364694e-05,-0.00010606765980581426,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-23.072836055504595
418,5.0154813681201527e-05,-0.00012284459474632363,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,23.194911913090024
419,2.443486929542144e-05,-0.00013041946540413434,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,11.597455956545048
420,-2.2827910292320726e-06,-0.00013266909458838324,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,1.4210854715202004e-14
421,-2.8907241238151037e-05,-0.0001295016262360588,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-11.597455956544962
422,-5.4351361199199174e-05,-0.0001210463932943841,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-23.194911913089996
423,5.895793787882566e-05,-0.00013707733508988617,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,24.258927698039585
424,3.500992805662004e-05,-0.00014505357345387493,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,14.55535661882378
425,1.0060141752829676e-05,-0.00014887923892262938,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,4.8517855396079455
426,-1.5177506136768397e-05,-0.0001484448636421508,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-4.851785539607874
427,-3.998086382524614e-05,-0.00014376287685649418,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-14.555356618823737
428,-6.364020633526359e-05,-0.0001349672492565269,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-24.258927698039557
429,6.753509888672602e-05,-0.00015136541282269558,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,25.03146653651956
430,4.485515847671361e-05,-0.0001595634436161799,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,16.68764435767973
431,2.1225642441681563e-05,-0.00016438354505108712,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,8.343822178839886
432,-2.8532166203841724e-06,-0.00016572367644830378,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,5.684341886080802e-14
433,-2.6871673600557417e-05,-0.00016355546746755372,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-8.343822178839815
434,-5.032126209110487e-05,-0.00015792481870239157,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-16.6876443576797
435,-7.270555852774619e-05,-0.00014895092997290545,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-25.03146653651953
436,7.445606658860027e-05,-0.00016637683606437955,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,25.095897602141974
437,4.945875701114281e-05,-0.00017543884628426007,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,16.730598401427997
438,2.3409026978778033e-05,-0.00018076773740506447,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,8.365299200713977
439,-3.138817852880631e-06,-0.00018225011729248886,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,1.4210854715202004e-14
440,-2.961987256864845e-05,-0.00017985444275762705,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-8.365299200714006
441,-5.547065346342288e-05,-0.00017363169075655617,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-16.73059840142797
442,-8.014108827026773e-05,-0.00016371427366450571,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-25.09589760214199
443,8.13751460307771e-05,-0.00018138819716780603,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,25.14921397944846
444,5.406097154029369e-05,-0.0001913138882032267,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,16.76614265296564
445,2.5591562919427085e-05,-0.00019715137425505857,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,8.38307132648282
446,-3.4247142850410075e-06,-0.00019877591351917618,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,5.684341886080802e-14
447,-3.23678084386658e-05,-0.00019615279105889626,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-8.383071326482806
448,-6.0619231762694055e-05,-0.00018933806063181795,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-16.766142652965556
449,-8.757527685923984e-05,-0.0001784773468716539,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-25.149213979448476
450,9.001042153323577e-05,-0.000195417875357063,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,25.718475763071893
451,6.427766385733413e-05,-0.00020532511761278249,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,18.370339830765644
452,3.7489125202193305e-05,-0.00021185982980554308,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,11.022203898459395
453,1.008481579650634e-05,-0.00021491467721868122,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,3.6740679661531885
454,-1.7485139901502722e-05,-0.00021443948301626796,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-3.6740679661530606
455,-4.4767896640814155e-05,-0.00021044205241352494,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-11.022203898459324
456,-7.13153265042325e-05,-0.0002029880444736933,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-18.370339830765573
457,-9.669137955130442e-05,-0.00019219989363713233,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-25.718475763071865
458,9.698898248379713e-05,-0.00021019897845974095,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,25.75719081890182
459,6.926579688135564e-05,-0.00022089074822443725,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,18.397993442072746
460,4.040147548206455e-05,-0.00022794340097408627,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,11.038796065243616
461,1.0871550393883754e-05,-0.00023124074610845338,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,3.679598688414501
462,-1.8837480629408847e-05,-0.00023072846073316918,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-3.679598688414572
463,-4.823616911083343e-05,-0.00022641498461513547,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-11.038796065243645
464,-7.684017938521248e-05,-0.00021837138113958368,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-18.397993442072718
465,-0.00010417826790194575,-0.00020673016655948248,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-25.757190818901833
466,0.00010396622313200673,-0.00022497970882973188,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,25.790646912122767
467,7.425286136839952e-05,-0.00023645582571814634,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,18.42189065151625
468,4.3313027665078124e-05,-0.00024402628254335495,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,11.053134390909776
469,1.1657770851100467e-05,-0.00024756603425395076,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,3.6843781303032443
470,-2.0190043240334248e-05,-0.00024701661298665424,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-3.6843781303032728
471,-5.170436821041331e-05,-0.00024238709380948304,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-11.053134390909804
472,-8.236466606824265e-05,-0.00023375394482427888,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-18.42189065151632
473,-0.00011166450521922893,-0.00022125976410452473,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-25.790646912122853
474,0.00011265437439212307,-0.00023896029027544225,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,26.229686287521716
475,8.46283740908827e-05,-0.00025026199610995255,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,19.67226471564129
476,5.5495080059502325e-05,-0.0002582892264253267,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,13.114843143760865
477,2.563567785384086e-05,-0.0002629369514145518,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,6.55742157188044
478,-4.559146432894305e-06,-0.0002641443593605733,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,1.4210854715202004e-14
479,-3.469431798124066e-05,-0.00026189565230835897,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-6.557421571880468
480,-6.437554247950098e-05,-0.00025622025276834427,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-13.114843143760893
481,-9.321446514545409e-05,-0.00024719241874671485,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-19.672264715641276
482,-0.00012083375203413181,-0.00023493027213953972,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-26.22968628752176
483,0.00011973650804156369,-0.00025368893696817786,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,26.255802697162025
484,8.99519017518389e-05,-0.00026571331067385225,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,19.6918520228715
485,5.898800535280817e-05,-0.00027425412179679014,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,13.127901348581034
486,2.725076264396622e-05,-0.00027919939833988516,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,6.563950674290524
487,-4.84374382729999e-06,-0.0002804843065908805,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,1.4210854715202004e-14
488,-3.687474770355375e-05,-0.0002780920011072431,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-6.563950674290496
489,-6.842231516097612e-05,-0.0002720538455637848,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-13.127901348580963
490,-9.907285033832776e-05,-0.0002624490015676777,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-19.691852022871473
491,-0.00012842451767376218,-0.0002494033908315865,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-26.25580269716201
492,0.0001268174467417211,-0.00026841701792308924,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,26.27897195715724
493,9.527440218543901e-05,-0.00028116391766551494,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,19.709228967867944
494,6.248008529396397e-05,-0.0002902181924870877,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,13.139485978578648
495,2.8865195400344348e-05,-0.0002954609294023717,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,6.569742989289352
496,-5.128791287649156e-06,-0.0002968232736979044,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,5.684341886080802e-14
497,-3.905541975030636e-05,-0.00029428733322543917,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-6.569742989289281
498,-7.24691196072525e-05,-0.00028788641338584037,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-13.139485978578577
499,-0.00010493105695044545,-0.00027770457971750407,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-19.70922896786786
500,-0.00013601489770470265,-0.00026387555383398557,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-26.27897195715714
501,-4.285832031351596e-05,-5.09314182660458e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-39.095299338642434
502,-5.3863336054995025e-05,-3.9109922215641276e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-53.031766446214135
503,-6.169724341465793e-05,-2.4985898857541345e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-66.96823355378586
504,-6.589883499040028e-05,-9.390875017528048e-06,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-80.90470066135757
505,-5.3115805347761585e-05,-6.390365613174503e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-38.747727037131426
506,-6.714173149024724e-05,-4.8958696237105384e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-52.91590901237714
507,-7.708294628202556e-05,-3.103522897012322e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-67.08409098762289
508,-8.233465458304719e-05,-1.1223666933579253e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-81.25227296286855
509,-6.338411892254727e-05,-7.686393986894814e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-38.52460635891305
510,-8.04229034979408e-05,-5.88027922527986e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-52.841535452971016
511,-9.246625299091098e-05,-3.708913374002869e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-67.15846454702898
512,-9.876609977457082e-05,-1.3071699165923518e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-81.47539364108692
513,-7.137460321539252e-05,-9.164281613341027e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-36.927163944495476
514,-8.826039356190869e-05,-7.551716799055532e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.46358197224774
515,-0.00010158007310915721,-5.6340291800407296e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
516,-0.00011079546781146158,-3.4887018294147054e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.53641802775229
517,-0.00011553423490848311,-1.2024154736538113e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-83.07283605550452
518,-8.130913292731987e-05,-0.00010485764014315768,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-36.80508808690996
519,-0.00010072913554025533,-8.637095025005455e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.40254404345495
520,-0.00011603620172523652,-6.435759227134546e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
521,-0.0001266053187708998,-3.97164078524654e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.59745595654499
522,-0.0001320049322290185,-1.345353711842177e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-83.19491191308998
523,-8.923348553150057e-05,-0.00011959773950275099,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-35.7410723019604
524,-0.00010811511549245768,-0.00010284627380863603,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-45.444643381176206
525,-0.00012390313212667527,-8.315195778493763e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-55.1482144603921
526,-0.00013614577604380377,-6.107832594053982e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-64.85178553960785
527,-0.000144492735391481,-3.725699469033771e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-74.55535661882371
528,-0.0001487051697026905,-1.236958923984187e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-84.25892769803954
529,-9.731874331541014e-05,-0.0001341698176943467,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.968533463480426
530,-0.00011575841644858087,-0.00011862742853970088,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-43.312355642320256
531,-0.0001317475047575444,-0.00010057371809168499,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-51.6561778211601
532,-0.00014494752212297602,-8.039088014839927e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.999999999999915
533,-0.00015507902655501957,-5.8506181753490376e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-68.34382217883984
534,-0.00016192753592987537,-3.5382918029804154e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-76.68764435767969
535,-0.00016534806853772617,-1.151060430508825e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.0314665365195
536,-0.00010685853333873135,-0.00014766926316378353,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.90410239785797
537,-0.0001272051191872308,-0.0001305519631533816,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-43.26940159857193
538,-0.00014484493928803115,-0.0001106566807440295,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-51.63470079928595
539,-0.00015940264034442915,-8.840676264779785e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.999999999999915
540,-0.0001705684526959233,-6.427565927750632e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-68.36529920071393
541,-0.00017810478182893276,-3.8776850314430815e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-76.7305984014279
542,-0.00018185126409071348,-1.2452918503270143e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.09589760214192
543,-0.00011639921367859197,-0.00016116704228322446,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.85078602055154
544,-0.00013865220151062347,-0.0001424751188087753,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-43.23385734703433
545,-0.00015794231703618046,-0.00012073863073830106,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-51.61692867351715
546,-0.00017385734791058578,-9.642206718803902e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-59.99999999999997
547,-0.0001860572042995582,-7.00450511567351e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-68.38307132648282
548,-0.00019428118629177975,-4.2171235651519084e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-76.76614265296564
549,-0.00019835355482051932,-1.3396258932269826e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.14921397944846
550,-0.0001242316336461796,-0.00017566024933165958,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.28152423692808
551,-0.00014567793595903018,-0.0001583286486027595,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-41.62966016923434
552,-0.00016473143205195115,-0.00013839644969352642,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-48.97779610154058
553,-0.00018107916221925756,-0.00011619104528160157,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-56.32593203384684
554,-0.00019445260981724123,-9.207716616470738e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-63.67406796615316
555,-0.00020463211173505602,-6.645089044182126e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-71.02220389845934
556,-0.00021145046643086013,-3.973313780499951e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-78.3703398307656
557,-0.0002147956802700759,-1.2362755800173412e-05,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-85.71847576307187
558,-0.00013354316395377524,-0.00018909441194804266,0.00024029111365040596,7.349581480148122e-05,0.0,pseudo-voigt,0.29,0.77,-34.242809181098224
