file,n,sr_mean,sr_std,sa_mean,sa_std
20260125T121116Z_3_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343090.csv,600,3.9869689890804407,2.052231648650057,1.2347715916346589,0.6505722339505275
20260125T121116Z_3_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343121.csv,600,3.9869689890804407,2.052231648650057,1.2347715916346589,0.6505722339505275
20260125T121116Z_4_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343095.csv,600,4.018732567343976,2.0267773512874263,1.2461707798329122,0.6454547508085993
20260125T121116Z_4_A_eff1_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343123.csv,600,4.018732567343976,2.0267773512874263,1.2461707798329122,0.6454547508085993
20260125T121116Z_5_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343100.csv,600,5.709562577801241,0.6191991776301344,0.8553469967869181,0.23912490326465724
20260125T121116Z_5_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343125.csv,600,5.709562577801241,0.6191991776301344,0.8553469967869181,0.23912490326465724
20260125T121116Z_6_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343105.csv,600,5.700916549448397,0.5784711227133429,0.8567086206808189,0.2741247330878621
20260125T121116Z_6_A_eff6_keV_MM_PSFFixed_Asym_Gaussian_8_ratio_71_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343128.csv,600,5.700916549448397,0.5784711227133429,0.8567086206808189,0.2741247330878621
20260125T121116Z_7_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343110.csv,600,4.203459558319818,2.0925371959388195,1.2969660719657785,0.6430780664692457
20260125T121116Z_7_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_Alignment0_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343130.csv,600,4.203459558319818,2.0925371959388195,1.2969660719657785,0.6430780664692457
20260125T121116Z_8_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343114.csv,600,4.007011186489752,1.9847388186813457,1.2414371791034162,0.6283369786096086
20260125T121116Z_8_A_eff6_keV_MM_PSF50_Variable_Pseudo-Voigt_8_alpha_10_AlignmentStandard_medialario_Gravity_offloadGZ_Thermal30_deg_FMS_Tilt_MM_PSF_sampling_detailed_1769343132.csv,600,4.007011186489752,1.9847388186813457,1.2414371791034162,0.6283369786096086
