MM #,m_rad [arcsec],m_azi [arcsec],sigma_rad [arcsec],sigma_azi [arcsec],distribution,alpha_rad,alpha_azi,Unnamed: 8,Unnamed: 9,Standard MM_PSF distributions,sigma_rad_,sigma_azi_,alpha_rad_,alpha_azi_,Unnamed: 15,Unnamed: 16,m_rad,m_azi,sigma_rad,sigma_azi,weight,theta_degrees,theta_position,mux,muy,sigmax,sigmay
472,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.461165600559631e-05,,,0.0025734775266666667,-18.42189065151632,-18.42189065151632,-3.758464229367807e-05,-7.358553458400482e-05,,
473,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.141581308048713e-05,,,0.0025734775266666667,-25.790646912122853,-25.790646912122853,-2.5905200822367064e-05,-2.8889415634609433e-05,,
474,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.6392758600826146e-05,,,0.002362368379259259,26.229686287521716,26.229686287521716,-2.6243156631901584e-05,2.2950744572215348e-05,,
475,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.622430235713879e-05,,,0.002362368379259259,19.67226471564129,19.67226471564129,-4.052922200066009e-05,7.850410947936269e-05,,
476,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.52845295481204e-05,,,0.002362368379259259,13.114843143760865,13.114843143760865,-3.4569471380253794e-05,0.00010120503284831163,,
477,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.1131326062025914e-05,,,0.002362368379259259,6.55742157188044,6.55742157188044,-1.9605802905817833e-05,6.921957220125658e-05,,
478,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.1168376148629777e-06,,,0.002362368379259259,1.4210854715202004e-14,1.4210854715202004e-14,-1.3380585476110709e-05,2.9102809290961818e-05,,
479,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.923624503724912e-05,,,0.002362368379259259,-6.557421571880468,-6.557421571880468,-1.6855364501276805e-05,-1.795393278135925e-05,,
480,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.761353752427156e-05,,,0.002362368379259259,-13.114843143760893,-13.114843143760893,-3.206447273752568e-05,-7.103005265407511e-05,,
481,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.009856265160141e-05,,,0.002362368379259259,-19.672264715641276,-19.672264715641276,-4.076870772488842e-05,-6.96674308838712e-05,,
482,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.869932798144222e-05,,,0.002362368379259259,-26.22968628752176,-26.22968628752176,-2.6628050362243066e-05,-2.4570639075730483e-05,,
483,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.7674246540943015e-05,,,0.00245434197037037,26.255802697162025,26.255802697162025,-2.1073575723812868e-05,1.7531772451808554e-05,,
484,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.878655847497306e-05,,,0.00245434197037037,19.6918520228715,19.6918520228715,-3.0658925755156185e-05,6.341697511261606e-05,,
485,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.276044546471e-05,,,0.00245434197037037,13.127901348581034,13.127901348581034,-3.079835988048754e-05,0.00010080157775366126,,
486,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.176333855189431e-05,,,0.00245434197037037,6.563950674290524,6.563950674290524,-2.0962123756631042e-05,9.626329634197466e-05,,
487,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.865612783746145e-06,,,0.00245434197037037,1.4210854715202004e-14,1.4210854715202004e-14,-1.439827374614076e-05,2.9733100095046738e-05,,
488,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.982003067967864e-05,,,0.00245434197037037,-6.563950674290496,-6.563950674290496,-2.5838236821901464e-05,-5.1344385386567116e-05,,
489,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010605815278050531,,,0.00245434197037037,-13.127901348580963,-13.127901348580963,-4.344252835354563e-05,-8.623548684800008e-05,,
490,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.734422337421115e-05,,,0.00245434197037037,-19.691852022871473,-19.691852022871473,-4.9725919715929956e-05,-7.366041076597697e-05,,
491,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.5785474172821473e-05,,,0.00245434197037037,-26.25580269716201,-26.25580269716201,-3.763922222568029e-05,-3.540792711380524e-05,,
492,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.139744250793651e-05,,,0.002535881662222222,26.27897195715724,26.27897195715724,-2.0493524438045527e-05,1.1148140054551031e-05,,
493,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.360546591261713e-05,,,0.002535881662222222,19.709228967867944,19.709228967867944,-3.607830703612324e-05,7.097989149074597e-05,,
494,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.27938311805101e-05,,,0.002535881662222222,13.139485978578648,13.139485978578648,-3.4177888657298215e-05,0.00010379675492982599,,
495,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.243556989213845e-05,,,0.002535881662222222,6.569742989289352,6.569742989289352,-2.1078731151161957e-05,8.763017514430653e-05,,
496,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.60884539159442e-06,,,0.002535881662222222,5.684341886080802e-14,5.684341886080802e-14,-1.5317418128176606e-05,2.843986246596294e-05,,
497,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.113117714933748e-05,,,0.002535881662222222,-6.569742989289281,-6.569742989289281,-2.5072560106257967e-05,-4.1822280867890564e-05,,
498,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010661337219121099,,,0.002535881662222222,-13.139485978578577,-13.139485978578577,-4.1475280151092854e-05,-8.364805283429301e-05,,
499,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.133599362947571e-05,,,0.002535881662222222,-19.70922896786786,-19.70922896786786,-4.838717079943379e-05,-7.406002840163204e-05,,
500,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.998428550894528e-05,,,0.002535881662222222,-26.27897195715714,-26.27897195715714,-3.481497540678993e-05,-2.9808412989549348e-05,,
501,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.61017425383506e-06,,,0.0011432763066666666,-39.095299338642434,-39.095299338642434,2.761271334193294e-06,4.071291702105311e-07,,
502,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.852156476920628e-06,,,0.0011432763066666666,-53.031766446214135,-53.031766446214135,6.075021957669536e-06,1.933371346868926e-06,,
503,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.0279787593324957e-05,,,0.0011432763066666666,-66.96823355378586,-66.96823355378586,-9.596709597594911e-06,-5.45778884958171e-06,,
504,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.846330531174997e-06,,,0.0011432763066666666,-80.90470066135757,-80.90470066135757,-8.980184421464398e-06,-3.1176504428801996e-06,,
505,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.995129047488947e-06,,,0.0016374245533333333,-38.747727037131426,-38.747727037131426,3.932449068927468e-06,6.883018878074668e-07,,
506,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.1436918643157243e-05,,,0.0016374245533333333,-52.91590901237714,-52.91590901237714,1.1352727718563094e-05,4.180973634796312e-06,,
507,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.7676452296598725e-05,,,0.0016374245533333333,-67.08409098762289,-67.08409098762289,-1.525234350754887e-05,-7.660307420804013e-06,,
508,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.810280415827546e-06,,,0.0016374245533333333,-81.25227296286855,-81.25227296286855,-9.472185369359389e-06,-2.3173235079122495e-06,,
509,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.0393998516427264e-05,,,0.0021275755199999997,-38.52460635891305,-38.52460635891305,8.40169918339933e-06,6.49956515766044e-06,,
510,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.943905053933751e-06,,,0.0021275755199999997,-52.841535452971016,-52.841535452971016,8.1334724806137e-06,2.9352043278510305e-06,,
511,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.1550625537599371e-05,,,0.0021275755199999997,-67.15846454702898,-67.15846454702898,-6.722371092249837e-06,-4.083017341319521e-06,,
512,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.3411192649882776e-05,,,0.0021275755199999997,-81.47539364108692,-81.47539364108692,-1.2924893244409375e-05,-3.3242628919123263e-06,,
513,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.3100982266690192e-05,,,0.001983757104,-36.927163944495476,-36.927163944495476,1.6811880900533533e-05,1.7394570894655368e-05,,
514,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-1.2970444368606506e-05,,,0.001983757104,-48.46358197224774,-48.46358197224774,1.4881612197094766e-05,9.221847996554361e-06,,
515,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.825966836063124e-06,,,0.001983757104,-59.99999999999997,-59.99999999999997,2.8791057917197193e-06,-5.997458202559832e-07,,
516,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.8082492474063243e-05,,,0.001983757104,-71.53641802775229,-71.53641802775229,-1.2326461199074597e-05,-6.039415100079366e-06,,
517,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.810357571307416e-05,,,0.001983757104,-83.07283605550452,-83.07283605550452,-2.676618069605506e-05,-4.635018689172902e-06,,
518,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.613590896185022e-05,,,0.0023533133866666667,-36.80508808690996,-36.80508808690996,1.934328989310375e-05,1.945836166605569e-05,,
519,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.3028578188814145e-05,,,0.0023533133866666667,-48.40254404345495,-48.40254404345495,2.5253503016770642e-05,1.6399564314726028e-05,,
520,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.4264022093440186e-06,,,0.0023533133866666667,-59.99999999999997,-59.99999999999997,5.991619132315257e-06,7.764246340752615e-07,,
521,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.971107193490439e-05,,,0.0023533133866666667,-71.59745595654499,-71.59745595654499,-2.1512089709668944e-05,-7.410080315327758e-06,,
522,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,2.9143209981545412e-05,,,0.0023533133866666667,-83.19491191308998,-83.19491191308998,-2.7705890548936874e-05,-3.723155322385775e-06,,
523,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.310840186239616e-05,,,0.0021710265733333334,-35.7410723019604,-35.7410723019604,2.126582962997911e-05,2.2821589015611683e-05,,
524,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-5.911508322220153e-05,,,0.0021710265733333334,-45.444643381176206,-45.444643381176206,5.061038994837061e-05,4.202042286730466e-05,,
525,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.04427658487152e-07,,,0.0021710265733333334,-55.1482144603921,-55.1482144603921,1.3031231700399961e-05,4.19210509776065e-06,,
526,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.0386908725429147e-05,,,0.0021710265733333334,-64.85178553960785,-64.85178553960785,2.481654197959046e-06,2.8035884732219376e-07,,
527,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.610716691637042e-05,,,0.0021710265733333334,-74.55535661882371,-74.55535661882371,-5.777959139678779e-05,-1.4897102201794245e-05,,
528,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.581589133824492e-05,,,0.0021710265733333334,-84.25892769803954,-84.25892769803954,-3.75863074111515e-05,-3.869040837008484e-06,,
529,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.3574363752290516e-05,,,0.0020396265066666666,-34.968533463480426,-34.968533463480426,2.5947349479160733e-05,3.104637035904018e-05,,
530,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.467159658323376e-05,,,0.0020396265066666666,-43.312355642320256,-43.312355642320256,5.866635342775528e-05,5.5215469848236814e-05,,
531,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.743691692698906e-05,,,0.0020396265066666666,-51.6561778211601,-51.6561778211601,3.4865229822607836e-05,2.287886223144427e-05,,
532,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.024331301542646e-06,,,0.0020396265066666666,-59.999999999999915,-59.999999999999915,1.0772664762647259e-05,4.833673808344551e-06,,
533,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.720142534786458e-05,,,0.0020396265066666666,-68.34382217883984,-68.34382217883984,-2.1807939849483968e-05,-7.445712362149204e-06,,
534,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.354838531193124e-05,,,0.0020396265066666666,-76.68764435767969,-76.68764435767969,-7.63494439135068e-05,-1.5939651214669738e-05,,
535,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.898754086083454e-05,,,0.0020396265066666666,-85.0314665365195,-85.0314665365195,-5.226208528822738e-05,-3.7539186242041387e-06,,
536,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.7906797873891636e-05,,,0.0022554929066666667,-34.90410239785797,-34.90410239785797,2.1109510358581307e-05,2.6801011632525838e-05,,
537,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.302500863055844e-05,,,0.0022554929066666667,-43.26940159857193,-43.26940159857193,6.417702073740072e-05,6.283997935351895e-05,,
538,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.704744230438262e-05,,,0.0022554929066666667,-51.63470079928595,-51.63470079928595,4.375160534338624e-05,3.135147894706176e-05,,
539,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.904782235885457e-06,,,0.0022554929066666667,-59.999999999999915,-59.999999999999915,1.2775086958944228e-05,7.499139533464685e-06,,
540,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.751474454441712e-05,,,0.0022554929066666667,-68.36529920071393,-68.36529920071393,-2.9633565992470152e-05,-9.011958127270996e-06,,
541,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.36192353278122e-05,,,0.0022554929066666667,-76.7305984014279,-76.7305984014279,-8.585097372950415e-05,-1.6543228205050662e-05,,
542,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.3878488520156554e-05,,,0.0022554929066666667,-85.09589760214192,-85.09589760214192,-4.828738512730166e-05,-2.188126184408859e-06,,
543,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.931054444276794e-05,,,0.0024684620533333332,-34.85078602055154,-34.85078602055154,2.118903209677826e-05,2.9781360013083735e-05,,
544,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.786727695642394e-05,,,0.0024684620533333332,-43.23385734703433,-43.23385734703433,6.724951267174466e-05,6.842106010606184e-05,,
545,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-4.391155019195354e-05,,,0.0024684620533333332,-51.61692867351715,-51.61692867351715,5.0111405298418784e-05,3.8367251695591805e-05,,
546,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.85029011147594e-06,,,0.0024684620533333332,-59.99999999999997,-59.99999999999997,1.4268757850910014e-05,1.0218986772816906e-05,,
547,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.530740489110258e-05,,,0.0024684620533333332,-68.38307132648282,-68.38307132648282,-3.5335946472292175e-05,-9.421740997149213e-06,,
548,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010015258190211433,,,0.0024684620533333332,-76.76614265296564,-76.76614265296564,-9.156111782270304e-05,-1.6094857973830604e-05,,
549,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.640063533446202e-05,,,0.0024684620533333332,-85.14921397944846,-85.14921397944846,-5.028069412730426e-05,-5.670389778619954e-07,,
550,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.578670229209233e-05,,,0.0022760520066666665,-34.28152423692808,-34.28152423692808,1.8472137476102627e-05,3.0316162408650977e-05,,
551,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.607769147106908e-05,,,0.0022760520066666665,-41.62966016923434,-41.62966016923434,6.268945729733491e-05,7.099860215781859e-05,,
552,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.414435171080433e-05,,,0.0022760520066666665,-48.97779610154058,-48.97779610154058,7.097054012122007e-05,6.292539543877334e-05,,
553,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.6894534526937216e-05,,,0.0022760520066666665,-56.32593203384684,-56.32593203384684,5.2494548083271934e-06,6.8813677913042174e-06,,
554,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.457703491857192e-06,,,0.0022760520066666665,-63.67406796615316,-63.67406796615316,2.59075408556478e-05,1.8585320861493664e-05,,
555,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.962054496773314e-05,,,0.0022760520066666665,-71.02220389845934,-71.02220389845934,-6.777188008258915e-05,-1.635591896150032e-05,,
556,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010079163492474759,,,0.0022760520066666665,-78.3703398307656,-78.3703398307656,-9.275161338963593e-05,-1.2177980625491486e-05,,
557,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.569961368408849e-05,,,0.0022760520066666665,-85.71847576307187,-85.71847576307187,-4.7739216021650497e-05,1.4959248497178056e-06,,
558,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.695245857832459e-05,,,0.0024343357733333337,-34.242809181098224,-34.242809181098224,1.8395338149646785e-05,3.5585293132770646e-05,,
559,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.554005313757772e-05,,,0.0024343357733333337,-41.60200655792735,-41.60200655792735,6.25912767199067e-05,7.492535948595166e-05,,
560,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.469647533104605e-05,,,0.0024343357733333337,-48.961203934756355,-48.961203934756355,7.165029954096697e-05,6.701239828691753e-05,,
561,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.903865947492421e-05,,,0.0024343357733333337,-56.3204013115855,-56.3204013115855,4.070818229667259e-06,9.681935881112888e-06,,
562,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-9.22247474725291e-06,,,0.0024343357733333337,-63.67959868841456,-63.67959868841456,2.9737657208005248e-05,2.3286684829912126e-05,,
563,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.195155986190495e-05,,,0.0024343357733333337,-71.03879606524367,-71.03879606524367,-6.808980333225054e-05,-1.435617446120419e-05,,
564,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010258577543930987,,,0.0024343357733333337,-78.39799344207276,-78.39799344207276,-9.17961524463176e-05,-9.467834495310452e-06,,
565,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.944670590307834e-05,,,0.0024343357733333337,-85.75719081890182,-85.75719081890182,-4.890432738633963e-05,3.98012032988526e-06,,
566,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.803708588413399e-05,,,0.0025734775266666667,-34.20935308787722,-34.20935308787722,1.1023590781569987e-05,3.1126423676773996e-05,,
567,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.959471523306404e-05,,,0.0025734775266666667,-41.578109348483736,-41.578109348483736,5.608507042824247e-05,7.295174919456708e-05,,
568,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.709366090675397e-05,,,0.0025734775266666667,-48.94686560909025,-48.94686560909025,6.471300532913369e-05,6.493879775508022e-05,,
569,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.0488636522795101e-05,,,0.0025734775266666667,-56.31562186969677,-56.31562186969677,1.1380838117849629e-05,1.698559985576703e-05,,
570,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,1.3564322941914428e-08,,,0.0025734775266666667,-63.68437813030326,-63.68437813030326,2.1295911404818954e-05,2.2726396368987737e-05,,
571,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.26639582981627e-05,,,0.0025734775266666667,-71.05313439090978,-71.05313439090978,-5.9425619526805177e-05,-8.337401759826294e-06,,
572,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.61039996574938e-05,,,0.0025734775266666667,-78.42189065151632,-78.42189065151632,-8.595419126152028e-05,-5.7131551321636096e-06,,
573,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.0078942162628044e-05,,,0.0025734775266666667,-85.79064691212278,-85.79064691212278,-3.8716130598464125e-05,7.239199212084402e-06,,
574,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.5544121529213933e-05,,,0.002362368379259259,-33.7703137124783,-33.7703137124783,6.674947723910484e-06,3.192484101762872e-05,,
575,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-7.334786409854492e-05,,,0.002362368379259259,-40.32773528435868,-40.32773528435868,4.583401118382527e-05,7.050136123761507e-05,,
576,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.268324973408596e-05,,,0.002362368379259259,-46.88515685623918,-46.88515685623918,6.784192430334799e-05,7.697336731388341e-05,,
577,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-3.952489236308958e-05,,,0.002362368379259259,-53.44257842811959,-53.44257842811959,4.7723345181758675e-05,4.872744037520439e-05,,
578,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.394049859320709e-06,,,0.002362368379259259,-59.99999999999997,-59.99999999999997,1.5926583459709366e-05,2.369667644951411e-05,,
579,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.105536689442131e-05,,,0.002362368379259259,-66.55742157188044,-66.55742157188044,-2.7446883308581113e-05,3.257375122925965e-06,,
580,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,9.974989338151133e-05,,,0.002362368379259259,-73.11484314376088,-73.11484314376088,-8.180335882360327e-05,-9.852026359441536e-06,,
581,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.914639491673965e-05,,,0.002362368379259259,-79.67226471564129,-79.67226471564129,-8.221511030034613e-05,-5.76775006078577e-07,,
582,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.6111415327885596e-05,,,0.002362368379259259,-86.22968628752173,-86.22968628752173,-3.426854009624443e-05,1.008229954701161e-05,,
583,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.608614763420767e-05,,,0.00245434197037037,-33.744197302837975,-33.744197302837975,4.2430480747759885e-06,2.5405091012649828e-05,,
584,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.48389836634588e-05,,,0.00245434197037037,-40.30814797712844,-40.30814797712844,3.688068843092677e-05,5.519062318751108e-05,,
585,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.677244871489199e-05,,,0.00245434197037037,-46.87209865141898,-46.87209865141898,6.66400981166747e-05,7.244750308405638e-05,,
586,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.764462111744139e-05,,,0.00245434197037037,-53.43604932570946,-53.43604932570946,6.806889110207959e-05,6.252690930767191e-05,,
587,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,5.178065790350768e-06,,,0.00245434197037037,-59.999999999999915,-59.999999999999915,1.3697219144214552e-05,2.4111758227265154e-05,,
588,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.19955668929849e-05,,,0.00245434197037037,-66.56395067429048,-66.56395067429048,-6.192024296215142e-05,-5.594210183816148e-06,,
589,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010655978060296377,,,0.00245434197037037,-73.12790134858096,-73.12790134858096,-9.999312143579258e-05,-6.947237722446889e-06,,
590,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.506522057030327e-05,,,0.00245434197037037,-79.69185202287144,-79.69185202287144,-8.961587722460508e-05,5.554823593281955e-06,,
591,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,4.201265554627984e-05,,,0.00245434197037037,-86.25580269716193,-86.25580269716193,-4.849582655401313e-05,1.429205769719427e-05,,
592,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-2.020988755922154e-05,,,0.002535881662222222,-33.72102804284276,-33.72102804284276,-6.21036174614944e-07,2.1913625735012103e-05,,
593,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-6.984056451165221e-05,,,0.002535881662222222,-40.29077103213206,-40.29077103213206,4.1003136881695635e-05,6.309840038415827e-05,,
594,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-8.810643860039541e-05,,,0.002535881662222222,-46.860514021421324,-46.860514021421324,6.867788060347018e-05,7.715622627015958e-05,,
595,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,-5.8182631339026786e-05,,,0.002535881662222222,-53.430257010710676,-53.430257010710676,6.04692933276471e-05,5.8099515626798014e-05,,
596,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,6.209917020193475e-06,,,0.002535881662222222,-59.99999999999997,-59.99999999999997,1.1888387419599996e-05,2.4071082114730723e-05,,
597,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,7.376465310135892e-05,,,0.002535881662222222,-66.56974298928932,-66.56974298928932,-5.3601653576297226e-05,-1.7952546105465225e-06,,
598,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,0.00010755255782111961,,,0.002535881662222222,-73.13948597857859,-73.13948597857859,-9.68555612889568e-05,-7.612223692451507e-06,,
599,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,8.948983855602142e-05,,,0.002535881662222222,-79.70922896786794,-79.70922896786794,-8.938179666732022e-05,3.9919976516764466e-06,,
600,0,0,3.397,3.397,gaussian,0.5,0.5,,,,,,,,,,0.0,3.604893158902979e-05,,,0.002535881662222222,-86.27897195715724,-86.27897195715724,-4.1981114018306064e-05,1.4659724711698213e-05,,
