MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,sigmax,sigmay
485,0.0,0.0,5e-08,5e-08,gaussian,0.283490524238932,0.8442246086162443,0.0,5e-08,5e-08
486,0.0,0.0,5e-08,5e-08,gaussian,0.2447410019852132,0.7222103667941254,0.0,5e-08,5e-08
487,0.0,0.0,5e-08,5e-08,gaussian,0.2661152135573744,0.7568194067361133,0.0,5e-08,5e-08
488,0.0,0.0,5e-08,5e-08,gaussian,0.301476070323318,0.7322581063313833,0.0,5e-08,5e-08
489,0.0,0.0,5e-08,5e-08,gaussian,0.2703023587784882,0.7662920297857813,0.0,5e-08,5e-08
490,0.0,0.0,5e-08,5e-08,gaussian,0.3190826164389482,0.7245244353165065,0.0,5e-08,5e-08
491,0.0,0.0,5e-08,5e-08,gaussian,0.3388118789844519,0.8986059562946993,0.0,5e-08,5e-08
492,0.0,0.0,5e-08,5e-08,gaussian,0.2454007791089478,0.7398039900278375,0.0,5e-08,5e-08
493,0.0,0.0,5e-08,5e-08,gaussian,0.3185670381512118,0.6973870688774534,0.0,5e-08,5e-08
494,0.0,0.0,5e-08,5e-08,gaussian,0.3104477188460381,0.8003232495719086,0.0,5e-08,5e-08
495,0.0,0.0,5e-08,5e-08,gaussian,0.2902498654025897,0.684725814553713,0.0,5e-08,5e-08
496,0.0,0.0,5e-08,5e-08,gaussian,0.2574512694514142,0.6728714974039245,0.0,5e-08,5e-08
497,0.0,0.0,5e-08,5e-08,gaussian,0.2928289229479237,0.7753092245910489,0.0,5e-08,5e-08
498,0.0,0.0,5e-08,5e-08,gaussian,0.2662139004301684,0.8123069966492559,0.0,5e-08,5e-08
499,0.0,0.0,5e-08,5e-08,gaussian,0.2654606757906013,0.7883747200664887,0.0,5e-08,5e-08
500,0.0,0.0,5e-08,5e-08,gaussian,0.2930309410235777,0.7698835003229039,0.0,5e-08,5e-08
501,0.0,0.0,5e-08,5e-08,gaussian,0.2982768401945817,0.8927546640776889,0.0011432763066666666,5e-08,5e-08
502,0.0,0.0,5e-08,5e-08,gaussian,0.257456021433888,0.6038669810522562,0.0011432763066666666,5e-08,5e-08
503,0.0,0.0,5e-08,5e-08,gaussian,0.2597660515347071,0.7209133172032536,0.0011432763066666666,5e-08,5e-08
504,0.0,0.0,5e-08,5e-08,gaussian,0.2671273347708512,0.7141140387471063,0.0011432763066666666,5e-08,5e-08
505,0.0,0.0,5e-08,5e-08,gaussian,0.2401467385290627,0.6406557618620916,0.0,5e-08,5e-08
506,0.0,0.0,5e-08,5e-08,gaussian,0.289605557461551,0.7719106751802963,0.0,5e-08,5e-08
507,0.0,0.0,5e-08,5e-08,gaussian,0.272449214203681,0.7699850736848692,0.0,5e-08,5e-08
508,0.0,0.0,5e-08,5e-08,gaussian,0.2952140903523601,0.6874194528671209,0.0,5e-08,5e-08
509,0.0,0.0,5e-08,5e-08,gaussian,0.2574221854305515,0.8523084216833481,0.0,5e-08,5e-08
510,0.0,0.0,5e-08,5e-08,gaussian,0.3008477311828077,0.7867209188742096,0.0,5e-08,5e-08
511,0.0,0.0,5e-08,5e-08,gaussian,0.3093621382273801,0.8946019199834441,0.0,5e-08,5e-08
512,0.0,0.0,5e-08,5e-08,gaussian,0.2327902869029828,0.7197834209340889,0.0,5e-08,5e-08
513,0.0,0.0,5e-08,5e-08,gaussian,0.352870724240375,0.7959963984335402,0.0,5e-08,5e-08
514,0.0,0.0,5e-08,5e-08,gaussian,0.3561319562109972,0.7691279954552513,0.0,5e-08,5e-08
515,0.0,0.0,5e-08,5e-08,gaussian,0.2791261667002135,0.7485928722329834,0.0,5e-08,5e-08
516,0.0,0.0,5e-08,5e-08,gaussian,0.3053569826859626,0.7630920836616562,0.0,5e-08,5e-08
517,0.0,0.0,5e-08,5e-08,gaussian,0.2662510681283518,0.928396263039123,0.0,5e-08,5e-08
518,0.0,0.0,5e-08,5e-08,gaussian,0.3206282637205588,0.8702476333863008,0.0,5e-08,5e-08
519,0.0,0.0,5e-08,5e-08,gaussian,0.2985388950721127,0.7071568922500278,0.0,5e-08,5e-08
520,0.0,0.0,5e-08,5e-08,gaussian,0.3231806235848463,0.8174304947700305,0.0,5e-08,5e-08
521,0.0,0.0,5e-08,5e-08,gaussian,0.3238666540522234,0.6205488668339403,0.0,5e-08,5e-08
522,0.0,0.0,5e-08,5e-08,gaussian,0.3226312387681538,0.8214455144895456,0.0,5e-08,5e-08
523,0.0,0.0,5e-08,5e-08,gaussian,0.339198660482293,0.8277811639877141,0.0,5e-08,5e-08
524,0.0,0.0,5e-08,5e-08,gaussian,0.286740946628276,0.7431455579235883,0.0,5e-08,5e-08
525,0.0,0.0,5e-08,5e-08,gaussian,0.2779619648062941,0.7484162236102392,0.0,5e-08,5e-08
526,0.0,0.0,5e-08,5e-08,gaussian,0.2885644601945157,0.8004844581375871,0.0,5e-08,5e-08
527,0.0,0.0,5e-08,5e-08,gaussian,0.305618342188088,0.6447703849309275,0.0,5e-08,5e-08
528,0.0,0.0,5e-08,5e-08,gaussian,0.2696807161384582,0.9064586957731883,0.0,5e-08,5e-08
529,0.0,0.0,5e-08,5e-08,gaussian,0.2806231439165651,0.7230525360496068,0.0,5e-08,5e-08
530,0.0,0.0,5e-08,5e-08,gaussian,0.2920338126226347,0.7430069037505032,0.0,5e-08,5e-08
531,0.0,0.0,5e-08,5e-08,gaussian,0.2922074912127,0.7271905942359453,0.0,5e-08,5e-08
532,0.0,0.0,5e-08,5e-08,gaussian,0.2868771678999868,0.5961210826323473,0.0,5e-08,5e-08
533,0.0,0.0,5e-08,5e-08,gaussian,0.2985987713625894,0.7211013544650527,0.0,5e-08,5e-08
534,0.0,0.0,5e-08,5e-08,gaussian,0.2946439258107622,0.837686514033824,0.0,5e-08,5e-08
535,0.0,0.0,5e-08,5e-08,gaussian,0.2886196600821589,0.7478781497023854,0.0,5e-08,5e-08
536,0.0,0.0,5e-08,5e-08,gaussian,0.2613937179652784,0.7480694663562147,0.0,5e-08,5e-08
537,0.0,0.0,5e-08,5e-08,gaussian,0.2529737581157214,0.722972144751071,0.0,5e-08,5e-08
538,0.0,0.0,5e-08,5e-08,gaussian,0.2214289019228904,0.8864139300285542,0.0,5e-08,5e-08
539,0.0,0.0,5e-08,5e-08,gaussian,0.2934873737889137,0.7399612455317596,0.0,5e-08,5e-08
540,0.0,0.0,5e-08,5e-08,gaussian,0.2288593426402152,0.8395388477004108,0.0,5e-08,5e-08
541,0.0,0.0,5e-08,5e-08,gaussian,0.2952958354512702,0.7840868418800524,0.0,5e-08,5e-08
542,0.0,0.0,5e-08,5e-08,gaussian,0.299626450024868,0.69427005466443,0.0,5e-08,5e-08
543,0.0,0.0,5e-08,5e-08,gaussian,0.2560896473174331,0.7765267853691138,0.0,5e-08,5e-08
544,0.0,0.0,5e-08,5e-08,gaussian,0.3177241762627426,0.8082969473297816,0.0,5e-08,5e-08
545,0.0,0.0,5e-08,5e-08,gaussian,0.2999278775050963,0.7535846473697786,0.0,5e-08,5e-08
546,0.0,0.0,5e-08,5e-08,gaussian,0.3087190737525168,0.7576983879907865,0.0,5e-08,5e-08
547,0.0,0.0,5e-08,5e-08,gaussian,0.3184967378587114,0.8190577182391174,0.0,5e-08,5e-08
548,0.0,0.0,5e-08,5e-08,gaussian,0.3097234363691821,0.9607213754317291,0.0,5e-08,5e-08
549,0.0,0.0,5e-08,5e-08,gaussian,0.2757490409419593,0.8611114283058756,0.0,5e-08,5e-08
550,0.0,0.0,5e-08,5e-08,gaussian,0.3495596524773911,0.8632459573392731,0.0,5e-08,5e-08
551,0.0,0.0,5e-08,5e-08,gaussian,0.2812542160073163,0.8397110625989004,0.0,5e-08,5e-08
552,0.0,0.0,5e-08,5e-08,gaussian,0.2977164752159306,0.7365396171330969,0.0,5e-08,5e-08
553,0.0,0.0,5e-08,5e-08,gaussian,0.2902101999353042,0.8190011657402514,0.0,5e-08,5e-08
554,0.0,0.0,5e-08,5e-08,gaussian,0.344715625410273,0.584762188263179,0.0,5e-08,5e-08
555,0.0,0.0,5e-08,5e-08,gaussian,0.3306581786856113,0.7151283275173643,0.0,5e-08,5e-08
556,0.0,0.0,5e-08,5e-08,gaussian,0.3293276054907892,0.7339631181596633,0.0,5e-08,5e-08
557,0.0,0.0,5e-08,5e-08,gaussian,0.3053958481047593,0.7535203107322486,0.0,5e-08,5e-08
558,0.0,0.0,5e-08,5e-08,gaussian,0.2569145178433521,0.7528111793192271,0.0,5e-08,5e-08
559,0.0,0.0,5e-08,5e-08,gaussian,0.3265998160530965,0.687295965297491,0.0,5e-08,5e-08
560,0.0,0.0,5e-08,5e-08,gaussian,0.2896396822219012,0.8518774707605138,0.0,5e-08,5e-08
561,0.0,0.0,5e-08,5e-08,gaussian,0.2913527731288738,0.7622237204428715,0.0,5e-08,5e-08
562,0.0,0.0,5e-08,5e-08,gaussian,0.2741813048247139,0.7322011039050335,0.0,5e-08,5e-08
563,0.0,0.0,5e-08,5e-08,gaussian,0.3028918681257259,0.7142483907268247,0.0,5e-08,5e-08
564,0.0,0.0,5e-08,5e-08,gaussian,0.32304240300964,0.7588671314540418,0.0,5e-08,5e-08
565,0.0,0.0,5e-08,5e-08,gaussian,0.2997280409096928,0.7534976101093608,0.0,5e-08,5e-08
566,0.0,0.0,5e-08,5e-08,gaussian,0.2841516667037866,0.7644203618247958,0.0,5e-08,5e-08
567,0.0,0.0,5e-08,5e-08,gaussian,0.2772115762964472,0.6773890858130468,0.0,5e-08,5e-08
568,0.0,0.0,5e-08,5e-08,gaussian,0.2782435274972255,0.608985429906352,0.0,5e-08,5e-08
569,0.0,0.0,5e-08,5e-08,gaussian,0.264024503565694,0.6724479185435791,0.0,5e-08,5e-08
570,0.0,0.0,5e-08,5e-08,gaussian,0.2567115247893176,0.6254806475368195,0.0,5e-08,5e-08
571,0.0,0.0,5e-08,5e-08,gaussian,0.2991765704732242,0.6826789942238832,0.0,5e-08,5e-08
572,0.0,0.0,5e-08,5e-08,gaussian,0.3173675426271187,0.6548087087699407,0.0,5e-08,5e-08
573,0.0,0.0,5e-08,5e-08,gaussian,0.2985884822609617,0.7359252897277149,0.0,5e-08,5e-08
574,0.0,0.0,5e-08,5e-08,gaussian,0.3517038452376421,0.7986238436729675,0.0,5e-08,5e-08
575,0.0,0.0,5e-08,5e-08,gaussian,0.3227330670388628,0.7914883696682871,0.0,5e-08,5e-08
576,0.0,0.0,5e-08,5e-08,gaussian,0.3236494664605701,0.7252981615145081,0.0,5e-08,5e-08
577,0.0,0.0,5e-08,5e-08,gaussian,0.2712906530891812,0.7923276367524659,0.0,5e-08,5e-08
578,0.0,0.0,5e-08,5e-08,gaussian,0.2617242606010139,0.6454284890662647,0.0,5e-08,5e-08
579,0.0,0.0,5e-08,5e-08,gaussian,0.2366439041607888,0.8004942796348935,0.0,5e-08,5e-08
580,0.0,0.0,5e-08,5e-08,gaussian,0.2686084251141651,0.7545997975553984,0.0,5e-08,5e-08
581,0.0,0.0,5e-08,5e-08,gaussian,0.3079130935343642,0.8603653903834056,0.0,5e-08,5e-08
582,0.0,0.0,5e-08,5e-08,gaussian,0.2588618992089349,0.744932844714821,0.0,5e-08,5e-08
583,0.0,0.0,5e-08,5e-08,gaussian,0.2896459765475125,0.8942311897485941,0.0,5e-08,5e-08
584,0.0,0.0,5e-08,5e-08,gaussian,0.3224811555572907,0.7339019358073946,0.0,5e-08,5e-08
585,0.0,0.0,5e-08,5e-08,gaussian,0.3094501553865658,0.8259813595974752,0.0,5e-08,5e-08
586,0.0,0.0,5e-08,5e-08,gaussian,0.3356376263086093,0.722090972932789,0.0,5e-08,5e-08
587,0.0,0.0,5e-08,5e-08,gaussian,0.2740291834760999,0.799194979084784,0.0,5e-08,5e-08
588,0.0,0.0,5e-08,5e-08,gaussian,0.2671965955977246,0.8241062152383318,0.0,5e-08,5e-08
589,0.0,0.0,5e-08,5e-08,gaussian,0.2174421258760809,0.743373828154383,0.0,5e-08,5e-08
590,0.0,0.0,5e-08,5e-08,gaussian,0.3174379844990007,0.6613944277870927,0.0,5e-08,5e-08
591,0.0,0.0,5e-08,5e-08,gaussian,0.2831850022650529,0.6844534587070232,0.0,5e-08,5e-08
592,0.0,0.0,5e-08,5e-08,gaussian,0.2699304802437679,0.8938281380308067,0.0,5e-08,5e-08
593,0.0,0.0,5e-08,5e-08,gaussian,0.3334790459361483,0.6079450148454736,0.0,5e-08,5e-08
594,0.0,0.0,5e-08,5e-08,gaussian,0.3316295354941722,0.8737690721983683,0.0,5e-08,5e-08
595,0.0,0.0,5e-08,5e-08,gaussian,0.3485596680012411,0.8657652182843872,0.0,5e-08,5e-08
596,0.0,0.0,5e-08,5e-08,gaussian,0.2104488122855758,0.8401648734097547,0.0,5e-08,5e-08
597,0.0,0.0,5e-08,5e-08,gaussian,0.3257871372356801,0.713561028490172,0.0,5e-08,5e-08
598,0.0,0.0,5e-08,5e-08,gaussian,0.3066208313320047,0.8828142819272885,0.0,5e-08,5e-08
599,0.0,0.0,5e-08,5e-08,gaussian,0.2793330505090208,0.7378938352665463,0.0,5e-08,5e-08
600,0.0,0.0,5e-08,5e-08,gaussian,0.2991204314930302,0.6511316253558354,0.0,5e-08,5e-08
