MM_or_index,before_sigmax,after_sigmax,before_sigmay,after_sigmay,before_mux,after_mux,before_muy,after_muy,changed
566,0.00019762944896749122,,0.00019762944896749122,,1.1023590781569987e-05,1.1023590781569987e-05,3.1126423676773996e-05,3.1126423676773996e-05,True
567,0.00019762944896749122,,0.00019762944896749122,,5.608507042824247e-05,5.608507042824247e-05,7.295174919456708e-05,7.295174919456708e-05,True
568,0.00019762944896749122,,0.00019762944896749122,,6.471300532913369e-05,6.471300532913369e-05,6.493879775508022e-05,6.493879775508022e-05,True
569,0.00019762944896749122,,0.00019762944896749122,,1.1380838117849629e-05,1.1380838117849629e-05,1.698559985576703e-05,1.698559985576703e-05,True
570,0.00019762944896749122,,0.00019762944896749122,,2.1295911404818954e-05,2.1295911404818954e-05,2.2726396368987737e-05,2.2726396368987737e-05,True
571,0.00019762944896749122,,0.00019762944896749122,,-5.9425619526805177e-05,-5.9425619526805177e-05,-8.337401759826294e-06,-8.337401759826294e-06,True
572,0.00019762944896749122,,0.00019762944896749122,,-8.595419126152028e-05,-8.595419126152028e-05,-5.7131551321636096e-06,-5.7131551321636096e-06,True
573,0.00019762944896749122,,0.00019762944896749122,,-3.8716130598464125e-05,-3.8716130598464125e-05,7.239199212084402e-06,7.239199212084402e-06,True
574,0.00019762944896749122,,0.00019762944896749122,,6.674947723910484e-06,6.674947723910484e-06,3.192484101762872e-05,3.192484101762872e-05,True
575,0.00019762944896749122,,0.00019762944896749122,,4.583401118382527e-05,4.583401118382527e-05,7.050136123761507e-05,7.050136123761507e-05,True
576,0.00019762944896749122,,0.00019762944896749122,,6.784192430334799e-05,6.784192430334799e-05,7.697336731388341e-05,7.697336731388341e-05,True
577,0.00019762944896749122,,0.00019762944896749122,,4.7723345181758675e-05,4.7723345181758675e-05,4.872744037520439e-05,4.872744037520439e-05,True
578,0.00019762944896749122,,0.00019762944896749122,,1.5926583459709366e-05,1.5926583459709366e-05,2.369667644951411e-05,2.369667644951411e-05,True
579,0.00019762944896749122,,0.00019762944896749122,,-2.7446883308581113e-05,-2.7446883308581113e-05,3.257375122925965e-06,3.257375122925965e-06,True
580,0.00019762944896749122,,0.00019762944896749122,,-8.180335882360327e-05,-8.180335882360327e-05,-9.852026359441536e-06,-9.852026359441536e-06,True
581,0.00019762944896749122,,0.00019762944896749122,,-8.221511030034613e-05,-8.221511030034613e-05,-5.76775006078577e-07,-5.76775006078577e-07,True
582,0.00019762944896749122,,0.00019762944896749122,,-3.426854009624443e-05,-3.426854009624443e-05,1.008229954701161e-05,1.008229954701161e-05,True
583,0.00019762944896749122,,0.00019762944896749122,,4.2430480747759885e-06,4.2430480747759885e-06,2.5405091012649828e-05,2.5405091012649828e-05,True
584,0.00019762944896749122,,0.00019762944896749122,,3.688068843092677e-05,3.688068843092677e-05,5.519062318751108e-05,5.519062318751108e-05,True
585,0.00019762944896749122,,0.00019762944896749122,,6.66400981166747e-05,6.66400981166747e-05,7.244750308405638e-05,7.244750308405638e-05,True
586,0.00019762944896749122,,0.00019762944896749122,,6.806889110207959e-05,6.806889110207959e-05,6.252690930767191e-05,6.252690930767191e-05,True
587,0.00019762944896749122,,0.00019762944896749122,,1.3697219144214552e-05,1.3697219144214552e-05,2.4111758227265154e-05,2.4111758227265154e-05,True
588,0.00019762944896749122,,0.00019762944896749122,,-6.192024296215142e-05,-6.192024296215142e-05,-5.594210183816148e-06,-5.594210183816148e-06,True
589,0.00019762944896749122,,0.00019762944896749122,,-9.999312143579258e-05,-9.999312143579258e-05,-6.947237722446889e-06,-6.947237722446889e-06,True
590,0.00019762944896749122,,0.00019762944896749122,,-8.961587722460508e-05,-8.961587722460508e-05,5.554823593281955e-06,5.554823593281955e-06,True
591,0.00019762944896749122,,0.00019762944896749122,,-4.849582655401313e-05,-4.849582655401313e-05,1.429205769719427e-05,1.429205769719427e-05,True
592,0.00019762944896749122,,0.00019762944896749122,,-6.21036174614944e-07,-6.21036174614944e-07,2.1913625735012103e-05,2.1913625735012103e-05,True
593,0.00019762944896749122,,0.00019762944896749122,,4.1003136881695635e-05,4.1003136881695635e-05,6.309840038415827e-05,6.309840038415827e-05,True
594,0.00019762944896749122,,0.00019762944896749122,,6.867788060347018e-05,6.867788060347018e-05,7.715622627015958e-05,7.715622627015958e-05,True
595,0.00019762944896749122,,0.00019762944896749122,,6.04692933276471e-05,6.04692933276471e-05,5.8099515626798014e-05,5.8099515626798014e-05,True
596,0.00019762944896749122,,0.00019762944896749122,,1.1888387419599996e-05,1.1888387419599996e-05,2.4071082114730723e-05,2.4071082114730723e-05,True
597,0.00019762944896749122,,0.00019762944896749122,,-5.3601653576297226e-05,-5.3601653576297226e-05,-1.7952546105465225e-06,-1.7952546105465225e-06,True
598,0.00019762944896749122,,0.00019762944896749122,,-9.68555612889568e-05,-9.68555612889568e-05,-7.612223692451507e-06,-7.612223692451507e-06,True
599,0.00019762944896749122,,0.00019762944896749122,,-8.938179666732022e-05,-8.938179666732022e-05,3.9919976516764466e-06,3.9919976516764466e-06,True
600,0.00019762944896749122,,0.00019762944896749122,,-4.1981114018306064e-05,-4.1981114018306064e-05,1.4659724711698213e-05,1.4659724711698213e-05,True
